GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
4-2-09-030,030,කල්මඩු,கல்மடு,Kalmadhu,MN/47,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-035,035,කාක්කෛයන් කුලම් බටහිර,காக்கையன்குளம் மேற்கு,Kakkayankulam West,MN/45,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-040,040,ඉර‍ණෛඉලුප්පෛක් කුලම්,இரனண இலுப்பைக்குளம்,Iranai Illuppaikulam,MN/42,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-045,045,පෙරිය පණ්ඩීවීරිච්චාන් නැගෙනහිර,பெரிய - பண்டிவிரிச்சான் கிழக்கு,Periya Pandivirichchan East,MN/39,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-050,050,පෙරිය පණ්ඩීවීරිච්චාන් බටහිර,பெரிய - பண்டிவிரிச்சான் மேற்கு,Periya Pandivirichchan West,MN/38,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-055,055,මඩු,மடு,Madhu,MN/37,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-060,060,මලුවරයර් කඩ්ඩෛයඩම්පන්,மளுவராயர் கட்டையடம்பன்,Maluvarayar Kaddaiadampan,MN/128,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-065,065,පුමලර්නාදන්,பூமலா்ந்தான்,Poomalarnthan,MN/130,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-070,070,තේක්කම්,தேக்கம்,Thekkam,MN/131,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-075,075,පන්නවෙඩ්ඩුවාන්,பன்னவெட்டுவான்,Pannavedduvan,MN/129,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-080,080,පෙරියමුරිප්පු,பெரியமுறிப்பு,Periyamurippu,MN/133,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-085,085,මාතගම,மாதாகிராமம்,Mathakiramam,MN/321,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-12-005,005,වංකාලෛ උතුර,வங்காலை வடக்கு,Vankalai North,MN/97,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,12: නානාධන්/ நனாதன்/ Nanaddan
