GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
6-1-06-205,205,අලුත්හේරත්ගම,அலுத்ஹேரத்கம,Aluthherathgama,51,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-210,210,මොට්ටපෙත්තෑව,மொட்ட பெத்தாவ,Mottapeththewa,52,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-215,215,කරුවලගස්වැව,கருவலகஸ்வெவ,Karuwalagaswewa,53,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-220,220,ජයබිම,ஜயபிம,Jayabima,47,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-225,225,පලුගොල්ල,பலுகொல்ல,Palugolla,50,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-230,230,මහනාන්නේරිය උතුර,மஹானான்னேரிய வடக்கு,Mahananneriya North,36,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-235,235,මහනාන්නේරිය දකුණ,மஹானான்னேரிய தெற்கு,Mahananneriya South,37,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-240,240,වැවරණවැටිය,வேவரனவெடிய,Wewaranawetiya,38,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-245,245,නල්ලච්චිය,நல்லச்சிய,Nallachchiya,40,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-250,250,මැදවච්චිය,மெதவச்சிய,Medawachchiya,43,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
